week,match_key,off_pass_att,off_pass_cmp,off_pass_cmp_pct,off_pass_yds_per_att,off_pass_pass_yds,off_pass_td,off_pass_int,off_pass_rate,off_pass_1st,off_pass_1st_pct,off_pass_20_plus,off_pass_40_plus,off_pass_lng,off_pass_sck,off_pass_scky,off_rush_att,off_rush_rush_yds,off_rush_ypc,off_rush_td,off_rush_20_plus,off_rush_40_plus,off_rush_lng,off_rush_rush_1st,off_rush_rush_1st_pct,off_rush_rush_fum,def_pass_att,def_pass_cmp,def_pass_cmp_pct,def_pass_yds_per_att,def_pass_yds,def_pass_td,def_pass_int,def_pass_1st,def_pass_1st_pct,def_pass_sck,def_rush_att,def_rush_rush_yds,def_rush_ypc,def_rush_td,def_rush_rush_1st,def_rush_rush_1st_pct,win_or_lose
w_04,Rams_Colts,42,25.3333333333333,60.3,7.2,303.333333333333,0.666666666666667,1.33333333333333,74.5,15.3333333333333,36.5,4,0.666666666666667,46,2.33333333333333,19.3333333333333,25,84,3.4,1.33333333333333,0.333333333333333,0,22,6.33333333333333,25.3,0,36.6666666666667,25.3333333333333,69.1,6.8,250.666666666667,1.33333333333333,0.333333333333333,11.6666666666667,31.8,4,32.6666666666667,114.333333333333,3.5,1.33333333333333,8,24.5,1
w_04,Colts_Rams,38.6666666666667,25.3333333333333,65.5,5.8,225.666666666667,1,0.333333333333333,86,11.3333333333333,29.3,2.33333333333333,0.333333333333333,43,3,15.6666666666667,28,110,3.9,1.33333333333333,0.666666666666667,0,24,6.66666666666667,23.8,0.333333333333333,33.3333333333333,19.6666666666667,59,5.4,181,0.333333333333333,0.333333333333333,10,30,1.66666666666667,23,103.666666666667,4.5,1.33333333333333,5.33333333333333,23.2,0
w_04,Buccaneers_Saints,31,20.6666666666667,66.7,6.8,212,1.33333333333333,0.333333333333333,96,9.66666666666667,31.2,3,0.333333333333333,70,1,5.66666666666667,28,78,2.8,0.333333333333333,0,0,14,4.66666666666667,16.7,0,37,20,54,5.1,188.333333333333,0.666666666666667,1.33333333333333,9.66666666666667,26.1,2.66666666666667,22.3333333333333,99.6666666666667,4.5,0.333333333333333,4.66666666666667,20.9,1
w_04,Saints_Buccaneers,34.6666666666667,22.6666666666667,65.4,7.2,248.333333333333,0.666666666666667,0.666666666666667,84.8,10.6666666666667,30.8,3.33333333333333,1.33333333333333,45,4,27,27.3333333333333,93.3333333333333,3.4,0.666666666666667,0,0,19,5.66666666666667,20.7,0.333333333333333,36.6666666666667,24,65.4,7,256,1.33333333333333,1.66666666666667,12.3333333333333,33.6,3,24.3333333333333,103,4.2,0.666666666666667,6.33333333333333,26,0
w_04,Commanders_Eagles,33,21.6666666666667,65.7,6.8,223.666666666667,1,1.66666666666667,74.1,9.66666666666667,29.3,2.66666666666667,0,37,6.33333333333333,41.3333333333333,21.3333333333333,106.333333333333,5,1,0.666666666666667,0,27,7.66666666666667,35.9,0.333333333333333,41,27,65.8,6.4,261.666666666667,2.66666666666667,0.666666666666667,15.6666666666667,38.2,2,16,48.3333333333333,3,0,2,12.5,0
w_04,Eagles_Commanders,31,21,67.7,6.9,213.333333333333,1,1,84.5,8.33333333333333,26.9,2.66666666666667,0.666666666666667,63,2.66666666666667,14.6666666666667,37.6666666666667,185.666666666667,4.9,1.33333333333333,1,0.333333333333333,43,12.3333333333333,32.7,0.333333333333333,31.3333333333333,19.6666666666667,62.8,6.5,203,1.33333333333333,0.666666666666667,9,28.7,3.33333333333333,27,128.666666666667,4.8,1,8,29.6,1
w_04,Vikings_Panthers,46,32,69.6,7.8,358.333333333333,3,0.666666666666667,108.2,16.3333333333333,35.5,5.66666666666667,1,62,2.66666666666667,18.6666666666667,16.6666666666667,66.3333333333333,4,0,0,0,15,3,18,0.666666666666667,30.3333333333333,20,65.9,6.3,192.333333333333,0.666666666666667,0.666666666666667,10.3333333333333,34.1,3.33333333333333,30.6666666666667,136.666666666667,4.5,2,9,29.4,1
w_04,Panthers_Vikings,43,25.3333333333333,58.9,5.1,220,1.33333333333333,0.666666666666667,76.4,11.3333333333333,26.4,2,0.333333333333333,47,3,20,21.6666666666667,99.3333333333333,4.6,0.333333333333333,0.666666666666667,0,26,5.33333333333333,24.6,0.666666666666667,35,26.6666666666667,76.2,7.5,261.666666666667,2.33333333333333,0.333333333333333,11.6666666666667,33.3,2,32,120.666666666667,3.8,1,8.66666666666667,27.1,0
w_04,Steelers_Texans,34.6666666666667,20.6666666666667,59.6,6.6,229.666666666667,1.33333333333333,1,80.2,8.33333333333333,24,2.66666666666667,0.666666666666667,72,2.66666666666667,21,20.6666666666667,67,3.2,0,0.666666666666667,0,24,3.66666666666667,17.7,0,32.3333333333333,23.6666666666667,73.2,6.9,223.333333333333,0.666666666666667,0.666666666666667,11.3333333333333,35,1.33333333333333,27.3333333333333,117.333333333333,4.3,2.33333333333333,7,25.6,0
w_04,Texans_Steelers,40.3333333333333,26,64.5,7.5,302,1.33333333333333,0,98,14,34.7,3.66666666666667,0.666666666666667,68,3.66666666666667,31,25,70,2.8,0.333333333333333,0,0,14,2.66666666666667,10.7,0.333333333333333,37.6666666666667,23,61.1,6.2,235.333333333333,1.66666666666667,1.33333333333333,12.3333333333333,32.7,4.33333333333333,29.3333333333333,151.666666666667,5.2,0.666666666666667,6.33333333333333,21.6,1
w_04,Raiders_Chargers,31.3333333333333,21.3333333333333,68.1,7.5,236.333333333333,1.66666666666667,2,81.4,11,35.1,2,0,32,1.33333333333333,10.3333333333333,21,61.6666666666667,2.9,0,0.333333333333333,0,34,3.66666666666667,17.5,0.666666666666667,39.6666666666667,26.6666666666667,67.2,8.5,337,2.33333333333333,0.666666666666667,15.6666666666667,39.5,3,26,113.666666666667,4.4,1,7.33333333333333,28.2,0
w_04,Chargers_Raiders,40.6666666666667,30.3333333333333,74.6,8.1,329.333333333333,2.33333333333333,0,117.1,15.3333333333333,37.7,5.33333333333333,0.666666666666667,49,2.33333333333333,20.6666666666667,25.3333333333333,108,4.3,1,0.333333333333333,0.333333333333333,55,7.66666666666667,30.3,0,33,24.6666666666667,74.8,6.7,220.333333333333,2.33333333333333,0,12.6666666666667,38.4,1.66666666666667,29.3333333333333,127.333333333333,4.3,0.666666666666667,6.66666666666667,22.7,1
w_04,Patriots_Cowboys,41.6666666666667,27,64.8,6,249.333333333333,1.66666666666667,0.666666666666667,87.7,12.3333333333333,29.6,1,0.333333333333333,58,2,13.6666666666667,29,107,3.7,0.333333333333333,0,0,18,7.66666666666667,26.4,0,26,15.3333333333333,59,5,130.666666666667,0.666666666666667,1.66666666666667,6.33333333333333,24.4,4,24.6666666666667,131.333333333333,5.3,0.666666666666667,6,24.3,0
w_04,Cowboys_Patriots,34.3333333333333,23,67,6.3,215.666666666667,1,0.333333333333333,89.8,11.6666666666667,34,2.66666666666667,0.333333333333333,49,1,8.33333333333333,35.6666666666667,147,4.1,1,1,0,31,9,25.2,0,33,20.3333333333333,61.6,5.4,177,0.666666666666667,0.333333333333333,9.66666666666667,29.3,2.33333333333333,25.6666666666667,93.3333333333333,3.6,1,5.66666666666667,22.1,1
w_04,Cardinals_49ers,27.3333333333333,19.6666666666667,72,6.7,183,0.666666666666667,0,98.1,9.33333333333333,34.2,2,0.333333333333333,69,1.66666666666667,9.66666666666667,28,156.333333333333,5.6,1.33333333333333,2.66666666666667,0.666666666666667,45,7.33333333333333,26.2,0.666666666666667,44.6666666666667,29,64.9,4.6,205.333333333333,0.666666666666667,1.66666666666667,10.6666666666667,23.9,2.66666666666667,14.3333333333333,53,3.7,0.666666666666667,4.66666666666667,32.6,0
w_04,49ers_Cardinals,30.3333333333333,20.3333333333333,67,8.1,245.333333333333,1.33333333333333,0,106.3,12.3333333333333,40.7,3.66666666666667,0.333333333333333,40,2,9,33.6666666666667,162.666666666667,4.8,1.66666666666667,0.666666666666667,0.666666666666667,65,8.33333333333333,24.8,0.666666666666667,36,23.3333333333333,64.8,6.5,233,1.33333333333333,1,12,33.3,3.66666666666667,29.3333333333333,134.666666666667,4.6,1,9.66666666666667,33,1
w_04,Chiefs_Jets,39.3333333333333,25.6666666666667,65.2,7.1,278,2.33333333333333,1.33333333333333,91.6,12.6666666666667,32.2,3.33333333333333,0.333333333333333,54,0.333333333333333,2.33333333333333,27.3333333333333,114.666666666667,4.2,0.666666666666667,0.333333333333333,0,31,8.33333333333333,30.5,0,36,25,69.4,6.2,222,1.33333333333333,1,12,33.3,2,35.3333333333333,129.333333333333,3.7,0,8,22.6,1
w_04,Jets_Chiefs,28.3333333333333,14.6666666666667,51.8,5.5,155.666666666667,0.666666666666667,1.33333333333333,56.4,6.33333333333333,22.4,2,0.333333333333333,68,3,22,22,91.3333333333333,4.2,0.333333333333333,0.666666666666667,0.333333333333333,83,4.66666666666667,21.2,1,33,18.6666666666667,56.6,5.4,178,0.666666666666667,0.333333333333333,10,30.3,2.66666666666667,26,102.666666666667,4,0.333333333333333,5,19.2,0
w_04,Seahawks_Giants,34.3333333333333,23.6666666666667,68.9,7.2,245.333333333333,1.33333333333333,0.333333333333333,98.2,13,37.9,2.66666666666667,0,36,1.66666666666667,17,25.3333333333333,104.333333333333,4.1,1.33333333333333,0.333333333333333,0,36,6.66666666666667,26.3,0,31,19.6666666666667,63.4,7.2,223.666666666667,1,0,10.6666666666667,34.4,0.666666666666667,32.6666666666667,138,4.2,2,8.66666666666667,26.5,1
w_04,Giants_Seahawks,33.3333333333333,21.6666666666667,65,5.7,189.333333333333,0.666666666666667,1.33333333333333,69.9,8.66666666666667,26,2,0.333333333333333,58,4,24,22,88,4,1,0,0,18,6,27.3,0.333333333333333,43.6666666666667,28.6666666666667,65.6,7.5,328,1.66666666666667,0.333333333333333,17,38.9,1.66666666666667,27,79.3333333333333,2.9,1.66666666666667,5.33333333333333,19.8,0
