match_key,off_pass_att,off_pass_cmp,off_pass_cmp_pct,off_pass_yds_per_att,off_pass_pass_yds,off_pass_td,off_pass_int,off_pass_rate,off_pass_1st,off_pass_1st_pct,off_pass_20_plus,off_pass_40_plus,off_pass_lng,off_pass_sck,off_pass_scky,off_rush_att,off_rush_rush_yds,off_rush_ypc,off_rush_td,off_rush_20_plus,off_rush_40_plus,off_rush_lng,off_rush_rush_1st,off_rush_rush_1st_pct,off_rush_rush_fum,def_pass_att,def_pass_cmp,def_pass_cmp_pct,def_pass_yds_per_att,def_pass_yds,def_pass_td,def_pass_int,def_pass_1st,def_pass_1st_pct,def_pass_sck,def_rush_att,def_rush_rush_yds,def_rush_ypc,def_rush_td,def_rush_rush_1st,def_rush_rush_1st_pct
Lions_Packers,34.333333333333336,24.0,69.9,8.0,273.0,1.6666666666666667,0.6666666666666666,101.6,13.0,37.9,4.333333333333333,0.3333333333333333,45.0,1.0,3.3333333333333335,30.666666666666668,111.66666666666667,3.6,1.0,0.3333333333333333,0.0,21.0,6.0,19.6,0.3333333333333333,34.333333333333336,22.0,64.1,5.8,199.66666666666666,1.0,0.6666666666666666,10.333333333333334,30.1,3.0,32.0,136.66666666666666,4.3,0.6666666666666666,9.333333333333334,29.2
Packers_Lions,32.0,17.0,53.1,6.8,218.33333333333334,2.3333333333333335,0.3333333333333333,94.8,11.0,34.4,2.6666666666666665,0.3333333333333333,51.0,1.0,11.0,26.333333333333332,90.33333333333333,3.4,0.6666666666666666,0.6666666666666666,0.0,24.0,4.666666666666667,17.7,0.3333333333333333,39.333333333333336,24.666666666666668,62.7,5.7,225.33333333333334,1.3333333333333333,0.3333333333333333,12.333333333333334,31.4,2.6666666666666665,22.666666666666668,72.0,3.2,0.6666666666666666,5.333333333333333,23.5
Falcons_Jaguars,29.333333333333332,18.333333333333332,62.5,6.3,184.33333333333334,0.6666666666666666,0.3333333333333333,83.2,8.333333333333334,28.4,2.3333333333333335,0.3333333333333333,45.0,4.0,29.333333333333332,30.333333333333332,128.33333333333334,4.2,1.0,0.6666666666666666,0.0,22.0,8.333333333333334,27.5,0.0,36.666666666666664,24.333333333333332,66.4,7.2,264.3333333333333,1.6666666666666667,0.6666666666666666,11.666666666666666,31.8,1.6666666666666667,24.666666666666668,84.0,3.4,0.6666666666666666,5.0,20.3
Jaguars_Falcons,38.666666666666664,25.333333333333332,65.5,6.4,248.0,1.0,0.6666666666666666,84.8,12.333333333333334,31.9,2.6666666666666665,0.3333333333333333,45.0,2.0,7.333333333333333,26.666666666666668,98.33333333333333,3.7,1.0,0.3333333333333333,0.0,26.0,6.0,22.5,0.3333333333333333,32.0,18.666666666666668,58.3,5.3,170.0,1.6666666666666667,1.0,10.0,31.2,1.0,28.0,117.66666666666667,4.2,0.3333333333333333,6.0,21.4
Dolphins_Bills,34.333333333333336,24.666666666666668,71.8,10.6,363.6666666666667,3.0,0.6666666666666666,127.1,18.0,52.4,4.666666666666667,1.0,68.0,0.3333333333333333,1.6666666666666667,31.0,188.33333333333334,6.1,2.6666666666666665,2.0,1.3333333333333333,67.0,7.666666666666667,24.7,1.3333333333333333,25.0,16.333333333333332,65.3,5.7,142.33333333333334,0.6666666666666666,2.3333333333333335,8.333333333333334,33.3,4.0,18.666666666666668,110.66666666666667,5.9,0.0,4.0,21.4
Bills_Dolphins,36.666666666666664,26.666666666666668,72.7,6.6,242.66666666666666,1.6666666666666667,1.3333333333333333,90.3,12.666666666666666,34.6,2.3333333333333335,0.3333333333333333,40.0,2.3333333333333335,8.666666666666666,30.0,149.33333333333334,5.0,1.3333333333333333,1.0,0.0,36.0,9.333333333333334,31.1,0.6666666666666666,37.666666666666664,25.666666666666668,68.1,6.1,231.33333333333334,1.0,0.6666666666666666,11.0,29.2,2.6666666666666665,28.333333333333332,130.0,4.6,1.3333333333333333,9.666666666666666,34.1
Broncos_Bears,34.666666666666664,22.666666666666668,65.4,7.6,263.6666666666667,2.0,0.6666666666666666,99.5,10.666666666666666,30.8,3.6666666666666665,1.3333333333333333,60.0,3.3333333333333335,18.0,21.666666666666668,95.0,4.4,0.3333333333333333,0.0,0.0,16.0,5.666666666666667,26.2,0.0,33.0,22.666666666666668,68.7,8.7,285.6666666666667,2.3333333333333335,0.6666666666666666,12.0,36.4,0.3333333333333333,34.333333333333336,121.66666666666667,3.5,1.3333333333333333,8.333333333333334,24.3
Bears_Broncos,29.333333333333332,17.0,58.0,6.0,175.33333333333334,1.0,1.3333333333333333,67.7,8.666666666666666,29.6,2.6666666666666665,0.0,33.0,4.333333333333333,27.0,23.666666666666668,101.66666666666667,4.3,0.6666666666666666,0.3333333333333333,0.0,29.0,6.333333333333333,26.8,0.3333333333333333,31.0,24.0,77.4,9.0,280.6666666666667,3.0,0.3333333333333333,12.666666666666666,40.9,1.3333333333333333,31.666666666666668,177.66666666666666,5.6,2.3333333333333335,9.333333333333334,29.5
Ravens_Browns,28.666666666666668,21.0,73.3,7.1,202.66666666666666,0.6666666666666666,0.3333333333333333,95.5,9.0,31.4,2.6666666666666665,0.3333333333333333,52.0,2.6666666666666665,12.666666666666666,35.333333333333336,158.0,4.5,2.0,0.3333333333333333,0.0,20.0,10.0,28.3,0.3333333333333333,29.0,14.0,48.3,3.8,111.66666666666667,0.3333333333333333,0.3333333333333333,4.666666666666667,16.1,3.0,18.666666666666668,52.0,2.8,0.0,1.6666666666666667,8.9
Browns_Ravens,34.0,21.666666666666668,63.7,6.6,226.0,1.3333333333333333,0.6666666666666666,87.8,11.0,32.4,2.3333333333333335,0.3333333333333333,43.0,4.0,20.333333333333332,35.333333333333336,160.66666666666666,4.6,1.0,0.6666666666666666,0.3333333333333333,69.0,8.666666666666666,24.5,1.0,43.0,27.333333333333332,63.6,4.6,200.0,1.0,0.3333333333333333,11.666666666666666,27.1,3.6666666666666665,24.333333333333332,92.33333333333333,3.8,0.0,5.0,20.6
Bengals_Titans,40.666666666666664,22.333333333333332,54.9,4.6,187.66666666666666,0.6666666666666666,0.6666666666666666,65.7,9.333333333333334,23.0,1.3333333333333333,0.3333333333333333,43.0,1.6666666666666667,12.666666666666666,19.333333333333332,69.33333333333333,3.6,0.3333333333333333,0.3333333333333333,0.0,22.0,3.6666666666666665,19.0,0.0,35.666666666666664,25.666666666666668,72.0,7.7,275.3333333333333,1.6666666666666667,0.3333333333333333,12.666666666666666,35.5,3.3333333333333335,26.333333333333332,69.33333333333333,2.6,0.3333333333333333,4.333333333333333,16.5
Titans_Bengals,27.666666666666668,16.333333333333332,59.0,6.6,182.66666666666666,0.3333333333333333,1.0,67.8,7.333333333333333,26.5,2.6666666666666665,1.0,70.0,4.333333333333333,33.0,23.666666666666668,90.33333333333333,3.8,0.6666666666666666,0.3333333333333333,0.0,23.0,5.0,21.1,0.0,31.666666666666668,19.333333333333332,61.0,6.3,200.66666666666666,1.3333333333333333,1.0,11.0,34.7,3.0,30.0,151.66666666666666,5.1,0.6666666666666666,8.333333333333334,27.8
Rams_Colts,42.0,25.333333333333332,60.3,7.2,303.3333333333333,0.6666666666666666,1.3333333333333333,74.5,15.333333333333334,36.5,4.0,0.6666666666666666,46.0,2.3333333333333335,19.333333333333332,25.0,84.0,3.4,1.3333333333333333,0.3333333333333333,0.0,22.0,6.333333333333333,25.3,0.0,36.666666666666664,25.333333333333332,69.1,6.8,250.66666666666666,1.3333333333333333,0.3333333333333333,11.666666666666666,31.8,4.0,32.666666666666664,114.33333333333333,3.5,1.3333333333333333,8.0,24.5
Colts_Rams,38.666666666666664,25.333333333333332,65.5,5.8,225.66666666666666,1.0,0.3333333333333333,86.0,11.333333333333334,29.3,2.3333333333333335,0.3333333333333333,43.0,3.0,15.666666666666666,28.0,110.0,3.9,1.3333333333333333,0.6666666666666666,0.0,24.0,6.666666666666667,23.8,0.3333333333333333,33.333333333333336,19.666666666666668,59.0,5.4,181.0,0.3333333333333333,0.3333333333333333,10.0,30.0,1.6666666666666667,23.0,103.66666666666667,4.5,1.3333333333333333,5.333333333333333,23.2
Buccaneers_Saints,31.0,20.666666666666668,66.7,6.8,212.0,1.3333333333333333,0.3333333333333333,96.0,9.666666666666666,31.2,3.0,0.3333333333333333,70.0,1.0,5.666666666666667,28.0,78.0,2.8,0.3333333333333333,0.0,0.0,14.0,4.666666666666667,16.7,0.0,37.0,20.0,54.0,5.1,188.33333333333334,0.6666666666666666,1.3333333333333333,9.666666666666666,26.1,2.6666666666666665,22.333333333333332,99.66666666666667,4.5,0.3333333333333333,4.666666666666667,20.9
Saints_Buccaneers,34.666666666666664,22.666666666666668,65.4,7.2,248.33333333333334,0.6666666666666666,0.6666666666666666,84.8,10.666666666666666,30.8,3.3333333333333335,1.3333333333333333,45.0,4.0,27.0,27.333333333333332,93.33333333333333,3.4,0.6666666666666666,0.0,0.0,19.0,5.666666666666667,20.7,0.3333333333333333,36.666666666666664,24.0,65.4,7.0,256.0,1.3333333333333333,1.6666666666666667,12.333333333333334,33.6,3.0,24.333333333333332,103.0,4.2,0.6666666666666666,6.333333333333333,26.0
Commanders_Eagles,33.0,21.666666666666668,65.7,6.8,223.66666666666666,1.0,1.6666666666666667,74.1,9.666666666666666,29.3,2.6666666666666665,0.0,37.0,6.333333333333333,41.333333333333336,21.333333333333332,106.33333333333333,5.0,1.0,0.6666666666666666,0.0,27.0,7.666666666666667,35.9,0.3333333333333333,41.0,27.0,65.8,6.4,261.6666666666667,2.6666666666666665,0.6666666666666666,15.666666666666666,38.2,2.0,16.0,48.333333333333336,3.0,0.0,2.0,12.5
Eagles_Commanders,31.0,21.0,67.7,6.9,213.33333333333334,1.0,1.0,84.5,8.333333333333334,26.9,2.6666666666666665,0.6666666666666666,63.0,2.6666666666666665,14.666666666666666,37.666666666666664,185.66666666666666,4.9,1.3333333333333333,1.0,0.3333333333333333,43.0,12.333333333333334,32.7,0.3333333333333333,31.333333333333332,19.666666666666668,62.8,6.5,203.0,1.3333333333333333,0.6666666666666666,9.0,28.7,3.3333333333333335,27.0,128.66666666666666,4.8,1.0,8.0,29.6
Vikings_Panthers,46.0,32.0,69.6,7.8,358.3333333333333,3.0,0.6666666666666666,108.2,16.333333333333332,35.5,5.666666666666667,1.0,62.0,2.6666666666666665,18.666666666666668,16.666666666666668,66.33333333333333,4.0,0.0,0.0,0.0,15.0,3.0,18.0,0.6666666666666666,30.333333333333332,20.0,65.9,6.3,192.33333333333334,0.6666666666666666,0.6666666666666666,10.333333333333334,34.1,3.3333333333333335,30.666666666666668,136.66666666666666,4.5,2.0,9.0,29.4
Panthers_Vikings,43.0,25.333333333333332,58.9,5.1,220.0,1.3333333333333333,0.6666666666666666,76.4,11.333333333333334,26.4,2.0,0.3333333333333333,47.0,3.0,20.0,21.666666666666668,99.33333333333333,4.6,0.3333333333333333,0.6666666666666666,0.0,26.0,5.333333333333333,24.6,0.6666666666666666,35.0,26.666666666666668,76.2,7.5,261.6666666666667,2.3333333333333335,0.3333333333333333,11.666666666666666,33.3,2.0,32.0,120.66666666666667,3.8,1.0,8.666666666666666,27.1
Steelers_Texans,34.666666666666664,20.666666666666668,59.6,6.6,229.66666666666666,1.3333333333333333,1.0,80.2,8.333333333333334,24.0,2.6666666666666665,0.6666666666666666,72.0,2.6666666666666665,21.0,20.666666666666668,67.0,3.2,0.0,0.6666666666666666,0.0,24.0,3.6666666666666665,17.7,0.0,32.333333333333336,23.666666666666668,73.2,6.9,223.33333333333334,0.6666666666666666,0.6666666666666666,11.333333333333334,35.0,1.3333333333333333,27.333333333333332,117.33333333333333,4.3,2.3333333333333335,7.0,25.6
Texans_Steelers,40.333333333333336,26.0,64.5,7.5,302.0,1.3333333333333333,0.0,98.0,14.0,34.7,3.6666666666666665,0.6666666666666666,68.0,3.6666666666666665,31.0,25.0,70.0,2.8,0.3333333333333333,0.0,0.0,14.0,2.6666666666666665,10.7,0.3333333333333333,37.666666666666664,23.0,61.1,6.2,235.33333333333334,1.6666666666666667,1.3333333333333333,12.333333333333334,32.7,4.333333333333333,29.333333333333332,151.66666666666666,5.2,0.6666666666666666,6.333333333333333,21.6
Raiders_Chargers,31.333333333333332,21.333333333333332,68.1,7.5,236.33333333333334,1.6666666666666667,2.0,81.4,11.0,35.1,2.0,0.0,32.0,1.3333333333333333,10.333333333333334,21.0,61.666666666666664,2.9,0.0,0.3333333333333333,0.0,34.0,3.6666666666666665,17.5,0.6666666666666666,39.666666666666664,26.666666666666668,67.2,8.5,337.0,2.3333333333333335,0.6666666666666666,15.666666666666666,39.5,3.0,26.0,113.66666666666667,4.4,1.0,7.333333333333333,28.2
